ID del juego,Géneros,Categorías
535930,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing"
540840,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
493340,"Action, Adventure, Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing"
594330,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
610180,"Casual, Indie, Strategy","Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
613100,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing"
621060,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
665300,"Animation & Modeling, Audio Production, Design & Illustration, Utilities, Video Production, Web Publishing","Steam Workshop, Includes level editor"
414340,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
704850,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
714120,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
739630,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
770810,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
774461,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
750920,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
863550,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
532210,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
880940,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
728880,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
883710,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing"
936790,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
945360,Casual,"Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Full controller support, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
673950,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
960910,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
960990,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing"
703080,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, HDR available, Family Sharing"
1097150,"Action, Casual, Indie, Massively Multiplayer, Sports","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet"
1118240,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing"
1135690,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1160920,"Casual, Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1172470,"Action, Adventure, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases"
1190970,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing"
1194630,Adventure,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
1196590,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing"
1174180,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet"
1218280,"Action, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
1222140,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
1222670,"Adventure, Casual, Simulation, Free to Play","Single-player, Steam Trading Cards, Remote Play on Tablet"
442070,"Casual, Indie, Strategy","Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
1281590,Adventure,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
1332010,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
860510,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
1421250,"Adventure, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
1563180,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
1567020,Adventure,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
1585220,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing"
1593500,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
1609080,"Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
1629520,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1651560,"Casual, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing"
1659040,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing"
990080,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, HDR available, Family Sharing"
2200780,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing"
2249160,"Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
2357570,"Action, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases"
2667970,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases"
2670630,"Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Family Sharing"
130,Action,"Single-player, Remote Play Together, Family Sharing"
1200,Action,"Multi-player, Steam Achievements, Valve Anti-Cheat enabled, Family Sharing"
3810,Action,"Single-player, Steam Trading Cards, Family Sharing"
3970,,
2620,Action,"Single-player, Multi-player, Family Sharing"
2630,Action,"Single-player, Multi-player, Family Sharing"
2640,Action,"Single-player, Multi-player, Family Sharing"
1520,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Family Sharing"
6220,Racing,"Single-player, Multi-player, Family Sharing"
2990,Racing,"Single-player, Family Sharing"
7600,Strategy,"Single-player, Multi-player, Family Sharing"
4520,"Action, Strategy","Single-player, Multi-player, Co-op, Family Sharing"
2590,Action,"Single-player, Family Sharing"
12160,Racing,"Single-player, Multi-player, Family Sharing"
12140,Action,"Single-player, Family Sharing"
15270,Action,"Single-player, Family Sharing"
12360,Racing,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
3050,Racing,"Single-player, Multi-player, Family Sharing"
10090,Action,"Single-player, Multi-player, Co-op, Family Sharing"
17470,"Action, Adventure","Single-player, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
15620,Strategy,"Single-player, Multi-player, Co-op, Steam Trading Cards, Steam Cloud, Family Sharing"
21780,Racing,"Single-player, Family Sharing"
16720,Action,"Single-player, Partial Controller Support, Family Sharing"
32670,Action,"Single-player, Multi-player, Family Sharing"
21980,Action,"Single-player, Steam Cloud, Family Sharing"
6060,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing"
32350,"Action, Simulation","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
15190,Action,"Single-player, Family Sharing"
19800,Action,"Single-player, Family Sharing"
35300,Strategy,"Single-player, Family Sharing"
8600,Racing,"Single-player, Multi-player, Family Sharing"
8690,Racing,"Single-player, Multi-player, Downloadable Content, Family Sharing"
4560,"Action, Strategy","Single-player, Multi-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing"
228200,"Action, Strategy","Single-player, Multi-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing"
24800,Strategy,"Single-player, Family Sharing"
24840,Action,"Single-player, Multi-player, Family Sharing"
32420,Action,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing"
1500,"Indie, Strategy","Single-player, Full controller support, Steam Cloud, Includes level editor, Family Sharing"
500,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Captions available, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Includes Source SDK, Commentary available, Remote Play on TV, Remote Play Together, Family Sharing"
3230,Strategy,"Single-player, Multi-player, Family Sharing"
22310,Action,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
12480,Strategy,"Single-player, Family Sharing"
3730,Action,"Single-player, Multi-player, Family Sharing"
3130,Strategy,"Single-player, Steam Cloud, Family Sharing"
24960,Action,"Single-player, Multi-player, Steam Trading Cards, Family Sharing"
32470,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing"
42960,Strategy,"Single-player, Multi-player, Steam Trading Cards, Family Sharing"
39670,Action,"Single-player, Multi-player, Family Sharing"
9010,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing"
47780,"Action, Adventure","Single-player, Multi-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
73010,Simulation,"Single-player, Steam Achievements, Family Sharing"
73170,Strategy,"Single-player, Multi-player, Family Sharing"
21090,Action,"Single-player, Family Sharing"
21110,Action,"Single-player, Family Sharing"
39530,Action,Family Sharing
42890,Strategy,"Single-player, Multi-player, PvP, Online PvP, Family Sharing"
46540,"Action, Strategy","Single-player, Multi-player, Co-op, Steam Trading Cards, Family Sharing"
95900,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Family Sharing"
55150,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Family Sharing"
35320,Racing,"Single-player, Multi-player, Steam Achievements, Family Sharing"
63940,Strategy,"Single-player, Multi-player, Co-op, Steam Cloud, Includes level editor, Family Sharing"
70640,Strategy,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Remote Play Together, Family Sharing"
200020,Action,"Single-player, Multi-player, Steam Achievements, Family Sharing"
203990,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
64000,Strategy,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Leaderboards, Includes level editor, Family Sharing"
202310,Racing,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
102600,"Action, Indie, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
200630,,
206690,"Casual, Indie, Strategy","Single-player, Family Sharing"
204140,,
108710,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
204860,"Action, Strategy","Single-player, Multi-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing"
207150,"Action, Indie, Strategy","Multi-player, Steam Trading Cards, Family Sharing"
46290,Strategy,"Single-player, Multi-player, Steam Cloud, Includes level editor, Family Sharing"
6870,Action,"Single-player, Family Sharing"
6880,Action,"Single-player, Family Sharing"
209100,Action,"Single-player, Multi-player, Co-op, Full controller support"
98300,"Action, Casual, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
205350,Action,"Single-player, Multi-player"
211780,Action,"Single-player, Family Sharing"
7770,Strategy,"Single-player, Multi-player, Family Sharing"
11420,,
11480,Strategy,"Single-player, Multi-player, Co-op, Family Sharing"
25800,Strategy,"Single-player, Multi-player, Steam Trading Cards, Family Sharing"
113200,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
214150,"Indie, Strategy","Single-player, Family Sharing"
80,Action,"Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing"
100,Action,"Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing"
240,Action,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes Source SDK, Family Sharing"
215670,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
72000,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing"
200510,Strategy,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
218510,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
7830,Strategy,"Single-player, Multi-player, Steam Cloud, Includes level editor, Family Sharing"
217790,Simulation,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing"
65740,"Action, Strategy","Single-player, Steam Achievements, Captions available, Partial Controller Support, Stats, Family Sharing"
8100,Action,"Single-player, Family Sharing"
214590,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
33620,"Action, Racing","Single-player, Multi-player, Family Sharing"
224900,"Action, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
55230,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
225140,,
44690,"Racing, Simulation, Sports","Single-player, Multi-player, Family Sharing"
46260,"RPG, Strategy","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
12110,Action,"Single-player, Partial Controller Support, Family Sharing"
201790,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing"
208520,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
204080,,
102700,,
113400,"Action, Massively Multiplayer, Free to Play","Multi-player, MMO, Steam Achievements"
200210,"Action, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Stats"
208090,"Action, Free to Play, Indie","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled"
212070,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Free to Play","Multi-player, MMO, Co-op, Steam Achievements, Steam Trading Cards, VR Support, Partial Controller Support"
234310,"Action, Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards"
238960,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet"
223710,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Steam Cloud, Valve Anti-Cheat enabled"
224260,"Action, Indie, Free to Play","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, VR Support, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK"
21690,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
221040,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play Together, Family Sharing"
1250,Action,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing"
234940,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
65930,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
231430,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing"
238210,"Action, RPG","Single-player, Multi-player, Co-op, Steam Trading Cards, Family Sharing"
10680,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
222480,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing"
231740,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
224420,,
9480,Action,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
10460,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing"
251630,Indie,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Includes level editor, Family Sharing"
252170,"Action, Strategy","Single-player, Steam Trading Cards, Family Sharing"
253610,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
253880,Strategy,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing"
253920,"RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing"
246090,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
256190,Action,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing"
15320,Simulation,"Single-player, Multi-player, Steam Cloud, Includes level editor, Family Sharing"
257750,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Stats, Includes level editor, Remote Play Together"
232010,"Indie, Simulation","Single-player, Partial Controller Support, Remote Play Together, Family Sharing"
20530,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing"
20550,"Action, Strategy","Single-player, Steam Cloud, Family Sharing"
260650,Action,"Single-player, Family Sharing"
244090,"Casual, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
238430,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing"
212010,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
214910,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing"
264730,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
34820,Simulation,"Single-player, Multi-player, Family Sharing"
2210,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing"
273110,"Action, Casual, Massively Multiplayer, Free to Play","Single-player, Multi-player, MMO, Co-op, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases"
208670,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
244450,"Action, Simulation, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing"
275510,Strategy,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing"
275530,"Action, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
277430,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
280380,"Action, Strategy","Single-player, Partial Controller Support, Family Sharing"
281260,Action,"Single-player, Family Sharing"
281370,Indie,"Single-player, Family Sharing"
281410,Action,"Single-player, Family Sharing"
283290,"Action, Adventure","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
283370,Action,"Single-player, Family Sharing"
