ID del juego,Géneros,Categorías
393430,"Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
561600,"Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
362870,"RPG, Design & Illustration, Education, Web Publishing, Game Development",
564710,"Casual, RPG, Free to Play","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud"
1671340,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements"
326740,,
639650,"Action, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support"
660880,"Casual, Indie, Free to Play","Single-player, VR Supported, Partial Controller Support"
1448530,"Free to Play, Sports","Single-player, In-App Purchases"
433800,,
636040,"Adventure, Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases"
266070,,
268750,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Family Sharing"
288570,,
339120,"Action, Adventure, Free to Play, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing"
357290,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing"
402180,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
397940,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing"
420790,"Action, Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases"
473560,"Action, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing"
508290,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
575680,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
581030,"Action, Adventure, Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
629380,"Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing"
696220,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Family Sharing"
1300,Action,"Single-player, Stats, Family Sharing"
6510,"Action, Adventure","Single-player, Multi-player, Partial Controller Support, Valve Anti-Cheat enabled, Family Sharing"
33110,"Action, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing"
21030,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing"
37010,Action,"Single-player, Family Sharing"
50640,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
43000,Action,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing"
22610,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing"
22650,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
22670,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
57680,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing"
22450,"Action, Adventure","Partial Controller Support, Steam Cloud, Family Sharing"
102810,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
106000,,
96400,,
211010,"Action, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing"
216910,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
206760,Action,Family Sharing
203750,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
268240,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
274620,"Action, Free to Play, Indie, RPG, Early Access","Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Stats, Steam Leaderboards, Family Sharing"
268220,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
258180,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
289620,"Action, Adventure","Single-player, Full controller support, Steam Trading Cards, Captions available, Family Sharing"
294590,"Action, Strategy","Single-player, Family Sharing"
321270,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
335700,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
339700,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
378270,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
385560,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
391490,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
408410,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing"
410710,"Action, Adventure, RPG","Single-player, Steam Trading Cards, Family Sharing"
423950,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing"
427780,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
429540,"Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, MMO, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases"
99300,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
211160,"Action, Adventure","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing"
447290,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play Together, Family Sharing"
464060,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
465200,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
274500,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing"
488730,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
494600,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Family Sharing"
555450,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud"
598440,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
587180,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
606870,"Action, RPG, Early Access","Single-player, Full controller support, Family Sharing"
669950,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
436180,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, Strategy, Movie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on TV"
301840,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
878580,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
931650,"Adventure, Free to Play, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Remote Play on Phone, Remote Play on Tablet"
951530,"Action, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
1007400,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
1087730,"Action, Adventure","Single-player, Steam Achievements, In-App Purchases, Family Sharing"
1172650,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
418270,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
209630,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
619700,"Action, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
2013300,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing"
2362740,"Action, Free to Play",Single-player
231670,,
295270,,
375960,,
331600,Action,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
482730,"Simulation, Sports","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on Tablet, Family Sharing"
593600,"Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
9310,Strategy,"Single-player, Multi-player, Family Sharing"
438640,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
585550,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
525780,"Action, Adventure, Indie, Free to Play",Single-player
1064610,"Free to Play, Indie","Single-player, Steam Achievements, Full controller support"
1069740,"Action, Adventure, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
1215090,"Adventure, Casual, Free to Play, Indie, RPG",Single-player
1218900,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
406970,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
1630080,"Casual, Free to Play, Indie","Single-player, Captions available"
2062120,Action,"Single-player, Game demo, Steam Achievements, Full controller support, Steam Cloud"
412470,"Action, Free to Play, Massively Multiplayer, Racing, Early Access",Multi-player
513570,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing"
1366850,"Action, Racing, Sports","Multi-player, PvP, Online PvP, Full controller support"
17530,"Action, Indie, Racing","Multi-player, Mods, Mods (require HL2), Steam Achievements"
92500,,
459160,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases"
704040,"Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases"
946050,"Casual, Indie, RPG, Free to Play","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet"
1048370,"Casual, Free to Play, Indie, Simulation","Single-player, In-App Purchases, Steam Cloud"
1349540,"Casual, Indie, Free to Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud"
1371630,"Casual, Free to Play, Indie, RPG","Single-player, Steam Achievements, Steam Cloud"
1839660,"Action, Casual, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases"
33350,,
234650,"Adventure, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing"
271550,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
281610,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
365360,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing"
328760,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
435790,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Family Sharing"
698640,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
777770,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
780290,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
975370,"Indie, RPG, Simulation, Strategy","Single-player, Steam Workshop, Family Sharing"
1016920,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
1062090,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Includes level editor, Family Sharing"
1073910,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
1281630,"Simulation, Strategy","Single-player, Multi-player, Co-op, Includes level editor"
1161590,"Adventure, Indie, RPG, Simulation, Sports, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
7010,Action,"Single-player, Multi-player, Family Sharing"
2270,Action,"Single-player, Steam Cloud, Family Sharing"
9070,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing"
4580,Strategy,"Single-player, Multi-player, Steam Cloud, Family Sharing"
18110,"Action, Indie","Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing"
46250,Action,"Single-player, Steam Cloud, Includes level editor, Family Sharing"
9160,Action,"Single-player, Steam Cloud, Family Sharing"
238070,Action,Single-player
224820,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Family Sharing"
235250,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
2310,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
239800,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
2320,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
251110,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Includes level editor, Family Sharing"
259390,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
260410,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
266110,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
292390,Action,"Single-player, Family Sharing"
298600,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing"
312520,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
341190,,Single-player
393520,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
403780,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
405640,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing"
410320,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
314710,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing"
397950,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing"
562860,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
285190,"Action, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing"
598550,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing"
630720,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing"
668320,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing"
679990,"Action, Adventure, Free to Play","Single-player, Steam Trading Cards, In-App Purchases, Commentary available"
640030,,
757480,"Adventure, Indie","Single-player, Family Sharing"
774811,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
792120,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing"
838310,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
884260,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
980300,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
1058020,Action,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Cloud, Family Sharing"
1062110,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
1065260,"Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
1085180,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
1154810,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
1203630,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1257360,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing"
1149440,"Action, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
1319460,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
1334730,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1372320,"Casual, Indie, Simulation","Single-player, Full controller support, Steam Cloud, Family Sharing"
1378290,"Action, Casual, Indie","Single-player, Family Sharing"
1406780,"Action, Indie, Early Access","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
1486630,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
1549690,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
1590910,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1649740,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
826630,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing"
1726190,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
1766010,"Action, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
1819230,"Action, Indie","Single-player, Full controller support, Family Sharing"
2005010,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
2061230,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2262610,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1164940,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
2443360,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
2674810,Free to Play,"Single-player, Partial Controller Support, Steam Cloud, HDR available"
341890,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together"
1168280,Action,"Single-player, Full controller support, Steam Cloud"
905640,"Action, Free to Play, Massively Multiplayer, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases"
586980,"Action, Indie, Racing, Simulation, Sports","Single-player, In-App Purchases, Partial Controller Support"
575770,"Action, Adventure, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing"
973090,Simulation,"Single-player, Family Sharing"
1302800,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
1948450,"Action, Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing"
2707940,"Action, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing"
387840,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing"
3410,Casual,"Single-player, Family Sharing"
434520,"Free to Play, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Workshop, Steam Cloud"
587000,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
383980,Indie,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing"
629820,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
666570,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
670160,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing"
778700,"Free to Play, Indie, Simulation","Single-player, Steam Achievements"
900270,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
930620,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
947600,Action,"Single-player, Full controller support, Steam Cloud, Family Sharing"
1020470,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing"
1083880,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1238080,"Action, Adventure, Racing","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards"
1260820,"Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing"
1284540,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
1299320,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Family Sharing"
1299370,Indie,"Single-player, Family Sharing"
1304550,"Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
1443820,"Casual, RPG, Simulation, Free to Play","Single-player, In-App Purchases"
1600780,Adventure,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing"
1860860,"Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play Together"
1905950,"Casual, Indie, RPG, Free to Play","Single-player, Steam Achievements, In-App Purchases"
1237320,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
2186320,"Casual, Indie, Simulation, Early Access","Single-player, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
2328760,"Simulation, Free to Play","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Remote Play Together"
233700,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
293240,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
808290,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases"
